company_name,establishment_name,state,naics_code,industry_description,size,employees,total_injuries,total_deaths,total_dafw_cases,total_djtr_cases,risk_score,normalized_risk,injury_rate,fatality_rate,severity_load,lost_time_index,industry_avg_risk,risk_z_score,risk_category
PRIDE Industries,JUDICIAL COUNCIL OF CA NRO,CA,561210,Facilities Support Services,1,1.0,1,0,0,1,3.06,3060.0,1000.0,0.0,1,56,1.67,0.1,NORMAL RISK
US Postal Service,NEW DOUGLAS_1374694,IL,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.06,3060.0,1000.0,0.0,1,6,9.91,-0.45,NORMAL RISK
US Postal Service,SCRANTON_1381044,KS,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.06,3060.0,1000.0,0.0,1,6,9.91,-0.45,NORMAL RISK
US Postal Service,HORATIO_1367408,SC,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.06,3060.0,1000.0,0.0,1,6,9.91,-0.45,NORMAL RISK
US Postal Service,NORTH CHATHAM_1375282,NY,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.06,3060.0,1000.0,0.0,1,6,9.91,-0.45,NORMAL RISK
Proliant Health and Biologicals,PHB - Lexington,NE,311613,Rendering plants,1,13.0,14,0,6,7,39.75,3057.69,1076.92,0.0,13,325,7.77,3.87,CRITICAL OUTLIER
US Postal Service,DELMAR_1360613,IA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.05,3050.0,1000.0,0.0,1,5,9.91,-0.45,NORMAL RISK
US Postal Service,BEACH HAVEN_1354293,NJ,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.05,3050.0,1000.0,0.0,1,5,9.91,-0.45,NORMAL RISK
Weee Inc.,"Weee Inc. Houston, TX (Logistics)",TX,492210,"Delivery service (except as part of intercity carrier network, U.S. Postal Service)",1,1.0,1,0,1,0,3.05,3050.0,1000.0,0.0,1,5,20.25,-0.77,NORMAL RISK
US Postal Service,WILLOW CITY_1387807,ND,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.05,3050.0,1000.0,0.0,1,5,9.91,-0.45,NORMAL RISK
Cicero School District 99,Burnham School,IL,611110,,1,1.0,1,0,1,0,3.05,3050.0,1000.0,0.0,1,5,8.46,-0.15,NORMAL RISK
US Postal Service,READING_1378908,VT,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.05,3050.0,1000.0,0.0,1,5,9.91,-0.45,NORMAL RISK
US Postal Service,PARK CENTRAL_1440939,CA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.05,3050.0,1000.0,0.0,1,5,9.91,-0.45,NORMAL RISK
Schneider Inc.,300003787562384 - CO-Henderson-Schneider-10051 Dallas St,CO,484121,,1,1.0,1,0,1,0,3.05,3050.0,1000.0,0.0,1,5,9.02,-0.23,NORMAL RISK
US Postal Service,WARRENS_1386441,WI,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.05,3050.0,1000.0,0.0,1,5,9.91,-0.45,NORMAL RISK
Coos Bay School District,Maintenance Department,OR,611110,Elementary and secondary schools,1,1.0,1,0,1,0,3.04,3040.0,1000.0,0.0,1,4,8.46,-0.15,NORMAL RISK
US Postal Service,WALKERSVILLE_1386243,WV,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.04,3040.0,1000.0,0.0,1,4,9.91,-0.45,NORMAL RISK
US Postal Service,BIRD CITY_1354999,KS,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.04,3040.0,1000.0,0.0,1,4,9.91,-0.45,NORMAL RISK
S2C Management LLC,The Holden,TX,531110,Residential Property Management,1,1.0,1,0,1,0,3.04,3040.0,1000.0,0.0,1,4,2.34,0.09,NORMAL RISK
S2C Management LLC,Preslee,TX,531110,Residential Property Management,1,1.0,1,0,1,0,3.04,3040.0,1000.0,0.0,1,4,2.34,0.09,NORMAL RISK
"Grammer Logistics,Inc.",6878_20822,TN,484121,,21,1.0,1,0,1,0,3.04,3040.0,1000.0,0.0,1,4,9.02,-0.23,NORMAL RISK
US Postal Service,EAST LEROY_1361763,MI,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.04,3040.0,1000.0,0.0,1,4,9.91,-0.45,NORMAL RISK
US Postal Service,WESTPHALIA_1387348,IN,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.04,3040.0,1000.0,0.0,1,4,9.91,-0.45,NORMAL RISK
MISSISSIPPI CHILDREN'S HOME SOCIETY,2001C-MCHS-2001 N WEST STREET,MS,624190,INDIVIDUAL  and FAMILY SERVICES,1,1.0,1,0,1,0,3.04,3040.0,1000.0,0.0,1,4,5.23,-0.11,NORMAL RISK
US Postal Service,BLUFFTON_1355287,TX,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.03,3030.0,1000.0,0.0,1,3,9.91,-0.45,NORMAL RISK
S2C Management LLC,The Vincent,TX,531110,Residential Property Management,1,1.0,1,0,1,0,3.03,3030.0,1000.0,0.0,1,3,2.34,0.08,NORMAL RISK
US Postal Service,FANCY FARM_1363109,KY,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.03,3030.0,1000.0,0.0,1,3,9.91,-0.45,NORMAL RISK
American Converters Inc,Beech Street,MN,326150,Foam plastics products (except polystrene) manufacturing,21,1.0,1,0,1,0,3.03,3030.0,1000.0,0.0,1,3,5.48,-0.31,NORMAL RISK
Camrett Logistics,George James,VA,493110,"Bonded warehousing, general merchandise",1,1.0,1,0,1,0,3.03,3030.0,1000.0,0.0,1,3,22.18,-0.25,NORMAL RISK
Western Energetix,117901 - Elko Bulk Plant,NV,484220,"specialized freight, trucking",1,1.0,1,0,0,1,3.03,3030.0,1000.0,0.0,1,53,5.57,-0.23,NORMAL RISK
US Postal Service,FLORENCE_1363551,KS,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.03,3030.0,1000.0,0.0,1,3,9.91,-0.45,NORMAL RISK
Davis Cartage Co.,Davis Cartage Co. Main,MI,484122,"General freight trucking, long-distance, less-than-truckload (LTL)",21,2.0,2,0,2,0,6.06,3030.0,1000.0,0.0,2,6,10.61,-0.28,NORMAL RISK
US Postal Service,MIZE_1373418,MS,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.03,3030.0,1000.0,0.0,1,3,9.91,-0.45,NORMAL RISK
US Postal Service,DU BOIS_1361361,IL,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.03,3030.0,1000.0,0.0,1,3,9.91,-0.45,NORMAL RISK
US Postal Service,KENVIL_1368913,NJ,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.03,3030.0,1000.0,0.0,1,3,9.91,-0.45,NORMAL RISK
Utz Quality Foods LLC,Opelika FL,FL,424410,General Line Grocery Merchant Wholesalers,1,1.0,1,0,1,0,3.03,3030.0,1000.0,0.0,1,3,34.97,-0.61,NORMAL RISK
Matunuck Live Theatre,Theatre By The Sea,RI,711110,Summer theaters,22,6.0,13,0,1,2,18.14,3023.33,2166.67,0.0,3,14,15.53,0.09,NORMAL RISK
US Postal Service,SAINT BENEDICT_1382654,LA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,9.91,-0.45,NORMAL RISK
US Postal Service,GREY EAGLE_1365732,MN,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,9.91,-0.45,NORMAL RISK
US Postal Service,RIVERSIDE_1379473,IL,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,9.91,-0.45,NORMAL RISK
US Postal Service,DORCHESTER_1361046,SC,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,9.91,-0.45,NORMAL RISK
THE CONNECTION INC,Freeman Street Bridgeport,CT,813211,813211 Grantmaking Foundations,1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,1.79,0.24,NORMAL RISK
CBRE Inc,CBRE-6060 Dutchmans Lane,KY,561210,Activities related to Real Estate and Facilities Support Services,1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,1.67,0.1,NORMAL RISK
"American Converters, Inc.",Foam Fabricators of Minnesota,MN,326150,"Cushions, carpet and rug, urethane and other foam plastics (except polystrene), manufacturing",21,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,5.48,-0.31,NORMAL RISK
US Postal Service,OAK VALE_1375740,MS,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,9.91,-0.45,NORMAL RISK
Powell Valves,"Powell Valves, Texas",TX,332911,"Valves, industrial-type (e.g., check, gate, globe, relief, safety), manufacturing",1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,4.18,-0.15,NORMAL RISK
US Postal Service,MONTROSE_1373676,GA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,9.91,-0.45,NORMAL RISK
US Postal Service,BENNETT_1354651,NC,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,9.91,-0.45,NORMAL RISK
Cape Cod Young Men's Christian Association Inc.,YMCA Cape Cod - Camp Harwich,MA,713990,Summer day camps (except instructional),1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,5.57,-0.18,NORMAL RISK
US Postal Service,SAN YGNACIO_1380656,TX,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,9.91,-0.45,NORMAL RISK
"Matthews Senior Housing, LLC",Encore at Hugo,MN,623312,Assisted Living Facilities for the Elderly,21,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,6.93,-0.42,NORMAL RISK
US Postal Service,PONY EXPRESS_1378022,NV,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.02,3020.0,1000.0,0.0,1,2,9.91,-0.45,NORMAL RISK
US Postal Service,GAYLESVILLE_1364563,AL,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.01,3010.0,1000.0,0.0,1,1,9.91,-0.45,NORMAL RISK
US Postal Service,WEST CONCORD_1386992,MN,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.01,3010.0,1000.0,0.0,1,1,9.91,-0.45,NORMAL RISK
Oregon Military Dept,Redmond Armory,OR,928110,State Government,1,1.0,1,0,1,0,3.01,3010.0,1000.0,0.0,1,1,1.9,0.23,NORMAL RISK
CrossCountry Freight Solutions,WTT,SD,484110,General Freight Trucking,1,1.0,1,0,1,0,3.01,3010.0,1000.0,0.0,1,1,7.49,-0.38,NORMAL RISK
US Postal Service,GRAND RAPIDS-SEYMOUR SQUARE_1381278,MI,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.01,3010.0,1000.0,0.0,1,1,9.91,-0.45,NORMAL RISK
TKC Management Services,RHO Inc,NC,531312,Commercial property managing,1,1.0,1,0,1,0,3.01,3010.0,1000.0,0.0,1,1,2.61,0.05,NORMAL RISK
US Postal Service,LAMAR_1369728,MS,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.01,3010.0,1000.0,0.0,1,1,9.91,-0.45,NORMAL RISK
Coversafe - NNY,Coversafe - NNY Location,NY,238990,"Swimming pool, outdoor, construction",1,1.0,1,0,1,0,3.01,3010.0,1000.0,0.0,1,1,2.32,0.1,NORMAL RISK
Related Management Company LP,Related Management Company LP Vista Angelina,CA,531110,,1,2.0,2,0,2,0,6.01,3005.0,1000.0,0.0,2,1,2.34,0.45,NORMAL RISK
Cove Property Management,Jamaica Bay Village,FL,531311,"Property managing, residential real estate",21,1.0,3,0,0,0,3.0,3000.0,3000.0,0.0,0,0,1.79,0.15,NORMAL RISK
Ilum Solar,Ilum Solar -Sacramento,CA,238210,Electrical wiring contractors,21,1.0,3,0,0,0,3.0,3000.0,3000.0,0.0,0,0,4.16,-0.12,NORMAL RISK
S2C Management LLC,The Marino,FL,531110,Residential Property Management,1,1.0,1,0,1,0,3.0,3000.0,1000.0,0.0,1,0,2.34,0.08,NORMAL RISK
YRC Freight,NY-Maybrook-123-YRC Freight,NY,484122,Freight Trucking lTL,22,2.0,1,1,0,0,6.0,3000.0,500.0,500.0,5,0,10.61,-0.28,NORMAL RISK
US Postal Service,SOUTH TACOMA_1382295,WA,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.99,2990.0,1000.0,0.0,1,49,9.91,-0.45,NORMAL RISK
Mid-Willamette Valley Community Action Agency,Head Start Inclusion and Support,OR,624190,,1,2.0,2,0,0,2,5.86,2930.0,1000.0,0.0,2,86,5.23,0.03,NORMAL RISK
Hills Distribution,00051365-27 Plimpton & Hills Corp,CT,423720,Plumbing supplies merchant wholesalers,1,7.0,7,0,2,3,20.44,2920.0,1000.0,0.0,5,494,3.09,2.87,HIGH RISK OUTLIER
Milne Fruit Products,"Milne Fruit Products, Inc.",WA,311930,"Concentrates, drink (except frozen fruit juice), manufacturing",22,5.0,9,0,0,3,14.58,2916.0,1800.0,0.0,3,108,8.06,0.44,NORMAL RISK
American Airlines Group AA-BUF-BUFFALO,AA-BUF-BUFFALO-BUF-TRML AA-BUF-BUFFALO,NY,481111,Scheduled Air Transportation,1,2.0,2,0,1,0,5.8,2900.0,1000.0,0.0,1,180,80.99,-0.25,NORMAL RISK
Blue Chip Pros,5553   Macys TX Irving,TX,561720,,1,2.0,2,0,1,0,5.8,2900.0,1000.0,0.0,1,180,3.25,0.14,NORMAL RISK
Blue Chip Pros,5372   Macys CA Victoria Gardens,CA,561720,,1,2.0,2,0,1,0,5.8,2900.0,1000.0,0.0,1,180,3.25,0.14,NORMAL RISK
Tri-County Metropolitan Transportation District of Oregon,Ruby Junction Maintenance,OR,485111,"Commuter transit systems, mixed mode (e.g., bus, commuter rail, subway combination)",1,13.0,12,0,8,2,37.58,2890.77,923.08,0.0,10,658,40.83,-0.05,NORMAL RISK
Westport Properties Inc,VICTORIA  LAURENT,TX,531130,Lessors of self storage units,3,1.0,1,0,0,1,2.88,2880.0,1000.0,0.0,1,38,1.34,0.24,NORMAL RISK
"Gaudenzia, Inc",Tioga Arms,PA,624229,Housing assistance agencies,1,2.0,2,0,1,1,5.73,2865.0,1000.0,0.0,2,23,3.1,0.41,NORMAL RISK
Ho-Chunk Inc.,Pony Express Sloan,IA,447110,Convenience food with gasoline stations,1,2.0,2,0,1,1,5.69,2845.0,1000.0,0.0,2,19,1.22,0.84,NORMAL RISK
Axis Global Systems LLC,Arizona,AZ,236220,"Warehouse, commercial and institutional, construction",1,2.0,2,0,1,1,5.68,2840.0,1000.0,0.0,2,18,3.15,0.15,NORMAL RISK
Cougle's Recycling Inc.,"Auburn, PA",PA,562920,MRF (materials recovery facilities),1,6.0,5,1,1,3,16.95,2825.0,833.33,166.67,9,45,4.17,1.67,ABOVE AVERAGE RISK
"LifeSouth Community Blood Centers, Inc.",Alachua Donor Center,FL,621991,"Health and Allied Services, Not Elsewhere Classified; Blood Bank",1,2.0,2,0,1,1,5.63,2815.0,1000.0,0.0,2,13,3.88,0.19,NORMAL RISK
US Postal Service,EVANSVILLE_1362849,MN,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.79,2790.0,1000.0,0.0,1,29,9.91,-0.47,NORMAL RISK
US Postal Service,STEWART_1383565,MN,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.79,2790.0,1000.0,0.0,1,29,9.91,-0.47,NORMAL RISK
"Three Mac Farms, Inc.","Three Mac Farms, Inc.",CA,111920,"Cotton farming, field and seed production",1,2.0,2,0,1,0,5.52,2760.0,1000.0,0.0,1,152,4.38,0.21,NORMAL RISK
Acadia Healthcare Management Company Inc,WDR Marketing Office,PA,551114,Corp and admin offices,1,1.0,1,0,0,1,2.76,2760.0,1000.0,0.0,1,26,2.09,0.04,NORMAL RISK
US Postal Service,MELVIN_1372665,MI,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.75,2750.0,1000.0,0.0,1,25,9.91,-0.47,NORMAL RISK
Blue Chip Pros,9013   DIY CA AGOURA 13,CA,561720,,1,2.0,2,0,1,0,5.5,2750.0,1000.0,0.0,1,150,3.25,0.13,NORMAL RISK
The Greater Boston Food Bank,The Greater Boston Food Bank,MA,493120,Refrigerated Warehousing and Storage,22,6.0,7,0,4,0,16.45,2741.67,1166.67,0.0,4,145,536.88,-0.03,NORMAL RISK
US Postal Service,GOODFIELD_1365130,IL,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.74,2740.0,1000.0,0.0,1,24,9.91,-0.47,NORMAL RISK
Action Property Management,Madrone,CA,531311,Residential property managing,1,1.0,1,0,0,1,2.73,2730.0,1000.0,0.0,1,23,1.79,0.12,NORMAL RISK
US Postal Service,IONE_1368001,OR,491110,Mail and Parcel Delivery,1,1.0,0,0,1,0,2.72,2720.0,0.0,0.0,1,72,9.91,-0.47,NORMAL RISK
US Postal Service,EAGLE LAKE_1361584,MN,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.72,2720.0,1000.0,0.0,1,22,9.91,-0.47,NORMAL RISK
Dawkins On-Site LLC,Dillon,SC,327320,Central-mixed concrete manufacturing,1,2.0,1,0,1,0,5.44,2720.0,500.0,0.0,1,244,4.37,0.03,NORMAL RISK
US Postal Service,SILVER BAY_1381661,MN,491110,Mail and Parcel Delivery,1,5.0,4,0,3,1,13.58,2716.0,800.0,0.0,4,208,9.91,0.24,NORMAL RISK
Cable One,Natchez Mississippi,MS,515210,Cable Television System,1,4.0,3,0,2,1,10.85,2712.5,750.0,0.0,3,235,2.73,1.18,ABOVE AVERAGE RISK
Capstone Logistics,30321 Capstone - Aldi Moreno Sanitation,CA,493110,GEN. WAREHOUSING & STORAGE,21,1.0,1,0,0,1,2.71,2710.0,1000.0,0.0,1,21,22.18,-0.25,NORMAL RISK
GWNNE,Norris Cotton Federal Building,NH,624310,Voc Rehab Services,1,1.0,1,0,0,1,2.71,2710.0,1000.0,0.0,1,21,3.52,-0.09,NORMAL RISK
Westport Properties Inc,BAKERSFIELD  TRUXTUN,CA,531130,Lessors of self storage units,3,1.0,1,0,0,1,2.71,2710.0,1000.0,0.0,1,21,1.34,0.21,NORMAL RISK
CBRE Inc,CBRE-South Sepulveda,CA,561210,Activities related to Real Estate and Facilities Support Services,1,1.0,1,0,0,1,2.68,2680.0,1000.0,0.0,1,18,1.67,0.07,NORMAL RISK
Genuine Parts Company,154-BH IBS,CA,441310,"Parts and accessories dealers, automotive",1,1.0,1,0,0,1,2.67,2670.0,1000.0,0.0,1,17,2.7,-0.0,NORMAL RISK
US Postal Service,BOLTON_1434079,CT,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.67,2670.0,1000.0,0.0,1,17,9.91,-0.47,NORMAL RISK
CrossCountry Freight Solutions,LQR,MT,484110,General Freight Trucking,1,1.0,1,0,0,1,2.67,2670.0,1000.0,0.0,1,17,7.49,-0.41,NORMAL RISK
US Postal Service,TRABUCO CANYON_1384915,CA,491110,Mail and Parcel Delivery,1,2.0,2,0,0,2,5.33,2665.0,1000.0,0.0,2,33,9.91,-0.3,NORMAL RISK
US Postal Service,ALBION_1352609,WA,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.66,2660.0,1000.0,0.0,1,16,9.91,-0.47,NORMAL RISK
"Earthling Deliveries, LLC","Earthling Deliveries, LLC",TX,492110,Express delivery services (except establishments operating under a universal service obligation),21,33.0,30,0,22,7,87.76,2659.39,909.09,0.0,29,326,32.44,0.8,NORMAL RISK
US Postal Service,ANDALE_1353037,KS,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.65,2650.0,1000.0,0.0,1,15,9.91,-0.47,NORMAL RISK
US Postal Service,HATTON_1366475,ND,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.65,2650.0,1000.0,0.0,1,15,9.91,-0.47,NORMAL RISK
CBRE Inc,CBRE-1801 Lind Ave SW,WA,561210,Activities related to Real Estate and Facilities Support Services,1,1.0,1,0,0,1,2.64,2640.0,1000.0,0.0,1,14,1.67,0.07,NORMAL RISK
US Postal Service,CAMDEN_1356735,SC,491110,Mail and Parcel Delivery,1,4.0,3,0,3,0,10.54,2635.0,750.0,0.0,3,154,9.91,0.04,NORMAL RISK
US Postal Service,HIGHLANDS_1366950,NJ,491110,Mail and Parcel Delivery,1,3.0,2,0,2,0,7.89,2630.0,666.67,0.0,2,189,9.91,-0.13,NORMAL RISK
THE CONNECTION INC,Court Street Middletown,CT,813211,813211 Grantmaking Foundations,1,1.0,1,0,0,1,2.63,2630.0,1000.0,0.0,1,13,1.79,0.17,NORMAL RISK
CAMDEN DEVELOPMENT INC,CAMDEN SOUTH END SQUARE,NC,531110,Lessors Residential Bldgs Dwellings,1,3.0,3,0,0,3,7.87,2623.33,1000.0,0.0,3,37,2.34,0.68,NORMAL RISK
Lincoln Property Company Commercial LLC,DN 77021-475 17th Street-Denver CO,CO,531312,"Property managing, commercial real estate",1,2.0,1,0,1,0,5.24,2620.0,500.0,0.0,1,224,2.61,0.31,NORMAL RISK
Sunrun Inc,BRANCH - CT - Connecticut Central,CT,238210,"Photovoltaic solar energy generation systems and battery energy storage products,primarily for residential customers",21,22.0,20,0,5,13,57.44,2610.91,909.09,0.0,18,794,4.16,5.54,CRITICAL OUTLIER
CAMDEN DEVELOPMENT INC,CAMDEN LEGACY CREEK,TX,531110,Lessors Residential Bldgs Dwellings,1,1.0,1,0,0,1,2.61,2610.0,1000.0,0.0,1,11,2.34,0.03,NORMAL RISK
Roush Industries,B20,MI,541330,Engineering services,1,1.0,1,0,0,1,2.6,2600.0,1000.0,0.0,1,10,1.33,0.25,NORMAL RISK
STIIIZY,Ducommun,CA,111422,"Plant, potted flower and foliage, growing",1,1.0,1,0,0,1,2.6,2600.0,1000.0,0.0,1,10,8.83,-0.27,NORMAL RISK
Municipio de Barceloneta,Municipio de Barceloneta,PR,921110,City and town managers' offices,3,34.0,23,0,31,0,88.34,2598.24,676.47,0.0,31,334,14.73,1.57,ABOVE AVERAGE RISK
Western Virginia Water Authority,MUSE Water Treatment Facility,VA,221310,Water treatment plants,1,1.0,1,0,0,1,2.58,2580.0,1000.0,0.0,1,8,6.78,-0.15,NORMAL RISK
"Seaman Farm Management, Inc.","Seaman Farm Management, Inc.",CA,111335,Tree nut farming,21,2.0,2,0,0,2,5.16,2580.0,1000.0,0.0,2,16,5.21,-0.01,NORMAL RISK
S2C Management LLC,The Franklin,TX,531110,Residential Property Management,1,1.0,1,0,0,1,2.58,2580.0,1000.0,0.0,1,8,2.34,0.03,NORMAL RISK
US Postal Service,GOSHEN_1365202,NH,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.58,2580.0,1000.0,0.0,1,8,9.91,-0.48,NORMAL RISK
US Postal Service,MISSION RAFAEL_1373390,CA,491110,Mail and Parcel Delivery,1,3.0,2,0,2,0,7.73,2576.67,666.67,0.0,2,173,9.91,-0.14,NORMAL RISK
CrossCountry Freight Solutions,BIS,ND,484110,General Freight Trucking,21,1.0,1,0,0,1,2.57,2570.0,1000.0,0.0,1,7,7.49,-0.42,NORMAL RISK
US Postal Service,BRIDGEWATER_1355829,VT,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.57,2570.0,1000.0,0.0,1,7,9.91,-0.48,NORMAL RISK
US Postal Service,BEAUFORT_1354343,MO,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.57,2570.0,1000.0,0.0,1,7,9.91,-0.48,NORMAL RISK
Utz Quality Foods LLC,Burlington VT,VT,424410,General Line Grocery Merchant Wholesalers,1,1.0,1,0,0,1,2.57,2570.0,1000.0,0.0,1,7,34.97,-0.62,NORMAL RISK
US Postal Service,FRANKFORD_1363977,MO,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.57,2570.0,1000.0,0.0,1,7,9.91,-0.48,NORMAL RISK
CrossCountry Freight Solutions,BZN,MT,484110,General Freight Trucking,1,1.0,1,0,0,1,2.56,2560.0,1000.0,0.0,1,6,7.49,-0.42,NORMAL RISK
US Postal Service,BELMONT_1354573,VT,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.56,2560.0,1000.0,0.0,1,6,9.91,-0.48,NORMAL RISK
CBRE Inc,CBRE-C14-220 5th Ave W,ND,561210,Activities related to Real Estate and Facilities Support Services,1,1.0,1,0,0,1,2.56,2560.0,1000.0,0.0,1,6,1.67,0.06,NORMAL RISK
Harbor Freight Tools,NEW KENSINGTON PA 3579,PA,444130,Retail Hardware Stores,1,1.0,1,0,0,1,2.56,2560.0,1000.0,0.0,1,6,1.94,0.17,NORMAL RISK
United Utilities Inc.,Savoonga,AK,517110,"Internet service providers, using own operated wired telecommunications infrastructure (e.g., cable, DSL)",1,1.0,1,0,0,1,2.56,2560.0,1000.0,0.0,1,6,3.64,-0.13,NORMAL RISK
"Decatur Street Services, LLC","Decatur Street Services, LLC",LA,493110,"Bonded warehousing, general merchandise",1,2.0,1,0,1,1,5.12,2560.0,500.0,0.0,2,62,22.18,-0.22,NORMAL RISK
"Qualtech Concrete, Inc.","Qualtech Concrete, Inc.",CA,238110,"Foundation, building, poured concrete, contractors",22,3.0,3,0,0,3,7.67,2556.67,1000.0,0.0,3,17,6.86,0.06,NORMAL RISK
Qualtech Concrete Inc,Qualtech Concrete Inc,CA,238110,concrete construction,22,3.0,3,0,0,3,7.67,2556.67,1000.0,0.0,3,17,6.86,0.06,NORMAL RISK
Westhab,22 Tarrytown,NY,624229,Housing assistance agencies,21,1.0,1,0,0,1,2.55,2550.0,1000.0,0.0,1,5,3.1,-0.09,NORMAL RISK
SFE,Carlisle ISD,TX,722310,Food Service Contractors,1,1.0,1,0,0,1,2.55,2550.0,1000.0,0.0,1,5,1.39,0.2,NORMAL RISK
NCR Voyix Corp,NJ0100-V - EDISON TRAINING CENTER,NJ,518210,Automated data processing services,1,1.0,1,0,0,1,2.55,2550.0,1000.0,0.0,1,5,1.87,0.06,NORMAL RISK
"H&N Construction, Inc.","H&N Construction, Inc.",AL,236220,Commercial building construction general contractors,2,1.0,1,0,0,1,2.55,2550.0,1000.0,0.0,1,5,3.15,-0.04,NORMAL RISK
US Postal Service,BERKELEY_1434965,MO,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.55,2550.0,1000.0,0.0,1,5,9.91,-0.48,NORMAL RISK
CrossCountry Freight Solutions,DRO,CO,484110,General Freight Trucking,1,1.0,1,0,0,1,2.54,2540.0,1000.0,0.0,1,4,7.49,-0.42,NORMAL RISK
Town of Barkhamsted,Barkhamsted Fire District,CT,922160,"Fire departments (e.g., government, volunteer (except private))",1,1.0,1,0,0,1,2.54,2540.0,1000.0,0.0,1,4,19.65,-0.27,NORMAL RISK
FedEx Freight,Seattle Shop WA FXFE-SEAS,WA,484122,Less Than Truckload General Freight Trucking,1,1.0,1,0,0,1,2.54,2540.0,1000.0,0.0,1,4,10.61,-0.5,NORMAL RISK
US Postal Service,BRYAN_1356166,TX,491110,Mail and Parcel Delivery,1,4.0,3,0,2,1,10.14,2535.0,750.0,0.0,3,164,9.91,0.01,NORMAL RISK
US Postal Service,HOBBS_1367122,IN,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.53,2530.0,1000.0,0.0,1,3,9.91,-0.48,NORMAL RISK
ROLLING FRITO LAY SALES,SAN MARCOS PEC   EmpWorkCtrCd 30001788,TX,424450,Confectionery Merchant Wholesalers,1,1.0,1,0,0,1,2.53,2530.0,1000.0,0.0,1,3,5.29,-0.03,NORMAL RISK
